name,description,longitude,latitude,altitude
1,fast food,32.615571,41.222864,0
1,fast food,32.6604464,41.2167942,0
1,fast food,32.6168499,41.196625,0
1,fast food,32.6593158,41.2043656,0
1,fast food,32.664953,41.231944,0
1,fast food,32.6604468,41.2205249,0
1,fast food,32.649756,41.21958,0
1,fast food,32.6609074,41.218485,0
1,fast food,32.6688404,41.218153,0
1,fast food,32.6204571,41.2098226,0
1,fast food,32.6265983,41.2040628,0
1,fast food,32.6159378,41.1961698,0
1,fast food,32.6150398,41.1765316,0
1,fast food,32.662023,41.214062,0
1,fast food,32.6626915,41.2337156,0
1,fast food,32.6265118,41.2039322,0
1,fast food,32.6775327,41.254265,0
1,fast food,32.6758303,41.2449367,0
1,fast food,32.672541,41.218576,0
1,fast food,32.620351,41.2108771,0
1,fast food,32.6633807,41.2174036,0
1,fast food,32.611284,41.196564,0
1,fast food,32.6738562,41.2215902,0
1,fast food,32.7996268,41.223315,0
1,fast food,32.6792479,41.2524365,0
1,fast food,32.655469,41.2123707,0
1,fast food,32.6729253,41.2206488,0
1,fast food,32.620472,41.1946607,0
1,fast food,32.6632359,41.2342295,0
1,fast food,32.6660209,41.2183367,0
1,fast food,32.6712498,41.2170054,0
1,fast food,32.6533505,41.2348563,0
1,fast food,32.6177668,41.1965227,0
1,fast food,32.683691,41.2495799,0
1,fast food,32.6801009,41.2518211,0
1,fast food,32.6594249,41.2170197,0
1,fast food,32.6211446,41.2092424,0
1,fast food,32.6224504,41.1988631,0
1,fast food,32.6205441,41.1947872,0
1,fast food,32.66041,41.21851,0
1,fast food,32.653201,41.2342917,0
1,fast food,32.676595,41.257563,0
1,fast food,32.6203493,41.209428,0
1,fast food,32.619189,41.210737,0
1,fast food,32.6777577,41.2539132,0
1,fast food,32.6768215,41.2770679,0
1,fast food,32.6171423,41.1981992,0
1,fast food,32.618602,41.1947244,0
1,fast food,32.620842,41.2090095,0
1,fast food,32.672752,41.221787,0
1,fast food,32.6606465,41.218679,0
1,fast food,32.6813108,41.250154,0
1,fast food,32.6204702,41.2081291,0
1,fast food,32.6806095,41.251841,0
1,fast food,32.619656,41.209867,0
1,fast food,32.663939,41.217516,0
1,fast food,32.6171354,41.1957079,0
1,fast food,32.6821388,41.2501714,0
1,fast food,32.6607061,41.2339844,0
1,fast food,32.6626161,41.2178104,0
1,fast food,32.6154587,41.1962885,0
1,fast food,32.6152703,41.1964435,0
1,fast food,32.6619275,41.2180569,0
1,fast food,32.6838906,41.2493957,0
1,fast food,32.679383,41.25245,0
1,fast food,32.6608136,41.2171284,0
1,fast food,32.6206047,41.2103255,0
1,fast food,32.6178809,41.196621,0
1,fast food,32.680083,41.2522662,0
1,fast food,32.6850685,41.2492852,0
1,fast food,32.6607734,41.2170169,0
1,fast food,32.6603518,41.2169569,0
1,fast food,32.6603521,41.2169564,0
1,fast food,32.6602581,41.2169434,0
1,fast food,32.6605051,41.2184192,0
1,fast food,32.616375,41.1963845,0
1,fast food,32.6161774,41.1960858,0
1,fast food,32.6684919,41.2226744,0
1,fast food,32.6612243,41.2216367,0
1,fast food,32.6613485,41.2214668,0
1,fast food,32.6293945,41.1869224,0
1,fast food,32.660745,41.2203935,0
1,fast food,32.6762573,41.2553054,0
1,fast food,32.6178521,41.196415,0
1,fast food,32.622654,41.19562,0
1,fast food,32.6796108,41.2495729,0
1,fast food,32.676196,41.255405,0
1,fast food,32.688058,41.25253,0
1,fast food,32.6789926,41.2526025,0
1,fast food,32.6801926,41.252138,0
1,fast food,32.6208229,41.209197,0
1,fast food,32.6729394,41.219669,0
1,fast food,32.6266112,41.205748,0
1,fast food,32.602619,41.189753,0
1,fast food,32.641249,41.211118,0
1,fast food,32.6611488,41.2214985,0
1,fast food,32.6602425,41.2167861,0
1,fast food,32.658104,41.217864,0
1,fast food,32.6109128,41.197445,0
1,fast food,32.6174318,41.1964537,0
1,fast food,32.621236,41.209334,0
1,fast food,32.6638753,41.2163415,0
1,fast food,32.6780169,41.2534926,0
1,fast food,32.667114,41.221714,0
1,fast food,32.626534,41.2040851,0
1,fast food,32.6764369,41.2451404,0
1,fast food,32.660865,41.218297,0
1,fast food,32.6777601,41.2541294,0
1,fast food,32.6554472,41.212029,0
1,fast food,32.6174642,41.196454,0
1,fast food,32.6826369,41.2497357,0
1,fast food,32.6686666,41.2179434,0
1,fast food,32.6800786,41.2519861,0
1,fast food,32.6128817,41.1929941,0
1,fast food,32.621355,41.195626,0
1,fast food,32.6714259,41.218432,0
1,fast food,32.6670923,41.2191335,0
1,fast food,32.6775661,41.2540703,0
1,fast food,32.6571709103449,41.2178177039136,0
2,kafe,32.6163567,41.184915,0
2,kafe,32.6711529,41.22239,0
2,kafe,32.6674489,41.218787,0
2,kafe,32.6601568,41.2198335,0
2,kafe,32.6646914,41.2180173,0
2,kafe,32.6646609,41.2252742,0
2,kafe,32.6787797,41.2525389,0
2,kafe,32.6638943,41.2162857,0
2,kafe,32.675404,41.253964,0
2,kafe,32.662479,41.217858,0
2,kafe,32.6662675,41.2181561,0
2,kafe,32.6611395,41.2216094,0
2,kafe,32.6602526,41.2204506,0
2,kafe,32.6697835,41.2176904,0
2,kafe,32.6539878,41.2163076,0
2,kafe,32.6829548,41.2480375,0
2,kafe,32.6642448,41.2338399,0
2,kafe,32.6730019,41.2217168,0
2,kafe,32.66039,41.219403,0
2,kafe,32.6598657,41.2166255,0
2,kafe,32.6923246,41.2450487,0
2,kafe,32.6921884,41.2453205,0
2,kafe,32.6732999,41.2592485,0
2,kafe,32.6607844,41.2211209,0
2,kafe,32.6733658,41.2593794,0
2,kafe,32.6829783,41.2481723,0
2,kafe,32.6648916,41.2179496,0
2,kafe,32.6948076,41.2420339,0
2,kafe,32.6709271,41.2244456,0
2,kafe,32.6234876,41.1956225,0
2,kafe,32.6753896,41.2701273,0
2,kafe,32.6923748,41.2442906,0
2,kafe,32.680513,41.2510776,0
2,kafe,32.6606047,41.2199383,0
2,kafe,32.677034,41.255002,0
2,kafe,32.659219,41.216714,0
2,kafe,32.622836,41.197713,0
2,kafe,32.68081,41.257163,0
2,kafe,32.6691921,41.2181368,0
2,kafe,32.6589352,41.2197638,0
2,kafe,32.6842251,41.250113,0
2,kafe,32.693657,41.244324,0
2,kafe,32.6583332,41.2181693,0
2,kafe,32.6182598,41.195837,0
2,kafe,32.6927018,41.2455533,0
2,kafe,32.6923792,41.2449168,0
2,kafe,32.6585029,41.2171367,0
2,kafe,32.6811772,41.2511996,0
2,kafe,32.6810875,41.2515399,0
2,kafe,32.67913,41.25259,0
2,kafe,32.6801451,41.2521645,0
2,kafe,32.6178059,41.195409,0
2,kafe,32.6182751,41.1948621,0
2,kafe,32.6180889,41.195768,0
2,kafe,32.6721747,41.2113994,0
2,kafe,32.6693198,41.2178821,0
2,kafe,32.673549,41.2172984,0
2,kafe,32.6663778,41.2204866,0
2,kafe,32.6617134,41.2224776,0
2,kafe,32.6487138,41.2739959,0
2,kafe,32.6788541,41.252766,0
2,kafe,32.659523,41.216934,0
2,kafe,32.667334,41.21892,0
2,kafe,32.6768431,41.2549516,0
2,kafe,32.6222507,41.1769324,0
2,kafe,32.677115,41.253893,0
2,kafe,32.6160878,41.1964139,0
2,kafe,32.668723,41.21799,0
2,kafe,32.667313,41.218637,0
2,kafe,32.6831648,41.2495829,0
2,kafe,32.6925915,41.2440924,0
2,kafe,32.652695,41.230074,0
2,kafe,32.6729007,41.2199868,0
2,kafe,32.674276,41.264116,0
2,kafe,32.6927178,41.2441932,0
2,kafe,32.6166078,41.1932676,0
2,kafe,32.6621881,41.2171081,0
2,kafe,32.6607925,41.2203639,0
2,kafe,32.6593423,41.2166282,0
2,kafe,32.6626745,41.2226719,0
2,kafe,32.6593558,41.2169604,0
2,kafe,32.6878868,41.2392797,0
2,kafe,32.660837,41.2211906,0
2,kafe,32.6646057,41.2181059,0
2,kafe,32.6681672,41.2100442,0
2,kafe,32.6139591,41.196115,0
2,kafe,32.6926174,41.2442816,0
2,kafe,32.6171034,41.1957145,0
2,kafe,32.613434,41.191133,0
2,kafe,32.6268519,41.204425,0
2,kafe,32.626434,41.202845,0
2,kafe,32.7017491,41.260691,0
2,kafe,32.6609469,41.2184146,0
2,kafe,32.6923335,41.2439357,0
2,kafe,32.683128,41.249306,0
2,kafe,32.6590311,41.2181012,0
2,kafe,32.6787696,41.2473767,0
2,kafe,32.6844717,41.2517222,0
2,kafe,32.6180156,41.2026741,0
2,kafe,32.6205686,41.2083028,0
2,kafe,32.7237414,41.4017378,0
2,kafe,32.61296,41.191039,0
2,kafe,32.608917,41.1937179,0
2,kafe,32.6271628,41.2044579,0
2,kafe,32.6851151,41.2494414,0
2,kafe,32.663691,41.216154,0
2,kafe,32.660469,41.216874,0
2,kafe,32.682911,41.2176802,0
2,kafe,32.6599657,41.216436,0
2,kafe,32.692308,41.244292,0
2,kafe,32.6786111,41.2533333,0
2,kafe,32.6614583,41.2164502,0
2,kafe,32.6762366,41.2553637,0
2,kafe,32.6737824,41.2527367,0
2,kafe,32.6163888,41.1930556,0
2,kafe,32.6633392,41.2172505,0
2,kafe,32.663204,41.2172606,0
2,kafe,32.6903447,41.2458745,0
2,kafe,32.681055,41.2510056,0
2,kafe,32.6819928,41.2501405,0
2,kafe,32.6819229,41.2495766,0
2,kafe,32.685909,41.249254,0
2,kafe,32.6937563,41.2451641,0
2,kafe,32.6667858,41.2194872,0
2,kafe,32.6847423,41.2915349,0
2,kafe,32.6549942,41.214062,0
2,kafe,32.6636574,41.2182917,0
2,kafe,32.6602353,41.2168748,0
2,kafe,32.6776857,41.2543419,0
2,kafe,32.6156771,41.1934442,0
2,kafe,32.6674268,41.2176604,0
2,kafe,32.6595895,41.2165425,0
2,kafe,32.6678612,41.2176325,0
2,kafe,32.6672189,41.2190024,0
2,kafe,32.6931692,41.245087,0
2,kafe,32.6852643,41.2487789,0
2,kafe,32.6182191,41.194602,0
2,kafe,32.6087747,41.1956209,0
2,kafe,32.6744879,41.2625839,0
2,kafe,32.6264173,41.2050315,0
2,kafe,32.694316,41.244098,0
2,kafe,32.6929114,41.2441342,0
2,kafe,32.660292,41.216583,0
2,kafe,32.67643,41.253269,0
2,kafe,32.620451,41.2060402,0
2,kafe,32.6658468,41.2179803,0
2,kafe,32.6807318,41.2488243,0
2,kafe,32.609067,41.191438,0
2,kafe,32.617987,41.193747,0
2,kafe,32.6744587,41.2619551,0
2,kafe,32.6632824,41.2177312,0
2,kafe,32.6613852,41.2215115,0
2,kafe,32.67805,41.253456,0
2,kafe,32.663996,41.2175713,0
2,kafe,32.6592539,41.2165413,0
2,kafe,32.672461,41.251482,0
2,kafe,32.681666,41.251652,0
2,kafe,32.6837362,41.250865,0
2,kafe,32.6668961,41.264424,0
2,kafe,32.6634982,41.2182117,0
2,kafe,32.6728316,41.2197538,0
2,kafe,32.6209187,41.2084829,0
2,kafe,32.6755039,41.255784,0
2,kafe,32.657153,41.217944,0
2,kafe,32.6671527,41.2188872,0
2,kafe,32.6122051,41.1963653,0
2,kafe,32.6927178,41.2453237,0
2,kafe,32.6917938,41.2447649,0
2,kafe,32.677446,41.253911,0
2,kafe,32.6930399225471,41.2448866888123,0
2,kafe,32.617572,41.202867,0
2,kafe,32.6553074,41.212402,0
2,kafe,32.6630097,41.2172818,0
2,kafe,32.681492,41.247817,0
2,kafe,32.619058,41.1946002,0
2,kafe,32.6822351,41.2515011,0
2,kafe,32.660588,41.2199402,0
2,kafe,32.6635055,41.2173347,0
2,kafe,32.6644292,41.218144,0
2,kafe,32.6772627,41.2541042,0
2,kafe,32.6938096,41.2443355,0
2,kafe,32.6612707,41.2214548,0
2,kafe,32.6786526,41.252886,0
2,kafe,32.6625859,41.2814418,0
2,kafe,32.6626593,41.2175397,0
2,kafe,32.668496,41.2226454,0
2,kafe,32.6600136,41.2195586,0
2,kafe,32.6263491,41.2060049,0
2,kafe,32.66808,41.2181196,0
2,kafe,32.6490317,41.2742221,0
2,kafe,32.6609028,41.2210858,0
2,kafe,32.6780382,41.2534947,0
2,kafe,32.6759862,41.2426149,0
2,kafe,32.6758831,41.2618386,0
2,kafe,32.671004,41.2185042,0
2,kafe,32.683393,41.249513,0
2,kafe,32.6664732,41.2201351,0
2,kafe,32.667664,41.218515,0
2,kafe,32.618932,41.211858,0
2,kafe,32.693161,41.243909,0
2,kafe,32.6205841,41.2098954,0
2,kafe,32.6843055,41.2498426,0
2,kafe,32.670557,41.26458,0
2,kafe,32.6778437,41.2759957,0
2,kafe,32.6789588,41.2531074,0
2,kafe,32.6929086,41.2453837,0
2,kafe,32.6745906,41.2564453,0
2,kafe,32.6105583,41.1982482,0
2,kafe,32.6837407,41.2504905,0
2,kafe,32.6930815,41.2443681,0
2,kafe,32.6857422,41.2513345,0
2,kafe,32.6631029,41.2172012,0
2,kafe,32.617547,41.203089,0
2,kafe,32.6605004,41.2190096,0
2,kafe,32.6162801,41.196079,0
2,kafe,32.6728209,41.2198421,0
2,kafe,32.61806,41.20905,0
2,kafe,32.6621741,41.2161375,0
2,kafe,32.659227,41.21698,0
2,kafe,32.601367,41.189054,0
2,kafe,32.6624013,41.2221175,0
2,kafe,32.6556111,41.2123258,0
2,kafe,32.6925109,41.2446516,0
2,kafe,32.6581088,41.2168921,0
2,kafe,32.6909896,41.2427722,0
2,kafe,32.6921423,41.2438681,0
2,kafe,32.6848297,41.250001,0
2,kafe,32.6177702,41.1775797,0
2,kafe,32.7427664,41.4257745,0
2,kafe,32.6775403,41.2168966,0
2,kafe,32.6776495,41.2537629,0
2,kafe,32.693218,41.244227,0
2,kafe,32.6858212,41.2485796,0
2,kafe,32.6640977,41.1958068,0
2,kafe,32.600942,41.1884606,0
2,kafe,32.6924873,41.2479109,0
2,kafe,32.6572228,41.2163681,0
2,kafe,32.672777,41.2217383,0
2,kafe,32.626564,41.206033,0
2,kafe,32.6091884,41.1931099,0
2,kafe,32.668815,41.217971,0
2,kafe,32.650574,41.2354221,0
2,kafe,32.6139326,41.1759661,0
2,kafe,32.6635209,41.2174341,0
2,kafe,32.6752616,41.2560871,0
2,kafe,32.6678611,41.2186239,0
2,kafe,32.6945166,41.2427611,0
2,kafe,32.662891,41.2179811,0
2,kafe,32.6593023,41.2167798,0
3,market,32.6678691,41.2182569,0
3,market,32.6267027,41.2063981,0
3,market,32.6117807,41.197428,0
3,market,32.6157484,41.1935318,0
3,market,32.611758,41.18256,0
3,market,32.6716529,41.2216791,0
3,market,32.6166188,41.1785783,0
3,market,32.6527636,41.2352127,0
3,market,32.605878,41.201805,0
3,market,32.6734135,41.2705647,0
3,market,32.67286,41.2219071,0
3,market,32.6148655,41.1934234,0
3,market,32.601227,41.188783,0
3,market,32.617368,41.1864149,0
3,market,32.675825,41.244617,0
3,market,32.6095062,41.182239,0
3,market,32.6589629,41.234947,0
3,market,32.602854,41.193134,0
3,market,32.608858,41.195637,0
3,market,32.616763,41.196046,0
3,market,32.6150747,41.1934051,0
3,market,32.601942,41.196331,0
3,market,32.6757579,41.243244,0
3,market,32.660474,41.218389,0
3,market,32.677968,41.249964,0
3,market,32.664306,41.2337879,0
3,market,32.633472,41.209193,0
3,market,32.6105633,41.1983828,0
3,market,32.615971,41.196348,0
3,market,32.6788577,41.2705896,0
3,market,32.6173861,41.19568,0
3,market,32.6843661,41.249593,0
3,market,32.686301,41.243383,0
3,market,32.6755929,41.2536848,0
3,market,32.6263957,41.2064913,0
3,market,32.6264828,41.2063786,0
3,market,32.6203789,41.21177,0
3,market,32.6274389,41.220835,0
3,market,32.622166,41.210112,0
3,market,32.665427,41.234356,0
3,market,32.6231416,41.2293847,0
3,market,32.6190813,41.2100137,0
3,market,32.618397,41.195537,0
3,market,32.6367056,41.2114246,0
3,market,32.626229,41.206068,0
3,market,32.607438,41.1985979,0
3,market,32.6797631,41.2520138,0
3,market,32.664412,41.218088,0
3,market,32.6171922,41.1967515,0
3,market,32.617157,41.19504,0
3,market,32.6754272,41.2430034,0
3,market,32.621236,41.208055,0
3,market,32.6603577,41.21939,0
3,market,32.6701912,41.2182156,0
3,market,32.6267875,41.2069253,0
3,market,32.6115187,41.1965291,0
3,market,32.6114476,41.1914075,0
3,market,32.6167,41.18022,0
3,market,32.6106,41.193692,0
3,market,32.6587005,41.2244818,0
3,market,32.6179302,41.2128936,0
3,market,32.6192568,41.1973784,0
3,market,32.652987,41.234302,0
3,market,32.657846,41.230556,0
3,market,32.305729,41.214699,0
3,market,32.616026,41.186084,0
3,market,32.6047243,41.1935132,0
3,market,32.664928,41.225579,0
3,market,32.671004,41.266778,0
3,market,32.6775688,41.253751,0
3,market,32.64964,41.218848,0
3,market,32.6262042,41.2067971,0
3,market,32.607032,41.200444,0
3,market,32.664793,41.268414,0
3,market,32.6553418,41.232518,0
3,market,32.6810862,41.2515909,0
3,market,32.665938,41.2348182,0
3,market,32.676927,41.2139809,0
3,market,32.6157788,41.1934696,0
3,market,32.6068278,41.1987868,0
3,market,32.6704206,41.218293,0
3,market,32.6267627,41.1977658,0
3,market,32.617598,41.1964034,0
3,market,32.6175357,41.1971166,0
3,market,32.708294,41.2105609,0
3,market,32.63558,41.1932815,0
3,market,32.6829968,41.2481916,0
3,market,32.663866,41.268693,0
3,market,32.6113433,41.186574,0
3,market,32.6266134,41.2057814,0
3,market,32.6156345,41.1772305,0
3,market,32.6226016,41.1697374,0
3,market,32.6153447,41.1964068,0
3,market,32.6211329,41.1866502,0
3,market,32.6060941,41.200459,0
3,market,32.657728,41.22902,0
3,market,32.620832,41.2081974,0
3,market,32.657195,41.218143,0
3,market,32.6099726,41.1965985,0
3,market,32.661884,41.2330619,0
3,market,32.612855,41.189433,0
3,market,32.672891,41.258389,0
3,market,32.5999122,41.1874984,0
3,market,32.617471,41.195547,0
3,market,32.6530687,41.2206493,0
3,market,32.6227785,41.2079572,0
3,market,32.6549942,41.229561,0
3,market,32.676439,41.2413082,0
3,market,32.620445,41.210766,0
3,market,32.625559,41.230813,0
3,market,32.637249,41.214804,0
3,market,32.6867955,41.2155483,0
3,market,32.673658,41.2400499,0
3,market,32.6068444,41.1986142,0
3,market,32.6282608,41.2093146,0
3,market,32.6182915,41.1958475,0
3,market,32.6791804,41.2367754,0
3,market,32.6535247,41.2342712,0
3,market,32.6649928,41.2255131,0
3,market,32.6627988,41.2225477,0
3,market,32.6170669,41.1793678,0
3,market,32.6744834,41.2489791,0
3,market,32.621312,41.2073261,0
3,market,32.66342,41.217674,0
3,market,32.683806,41.2527199,0
3,market,32.6581745,41.233601,0
3,market,32.6933403,41.2458555,0
3,market,32.6352339,41.2143469,0
3,market,32.6231949,41.207938,0
3,market,32.612159,41.186969,0
3,market,32.6309935,41.2115939,0
3,market,32.6631345,41.223619,0
3,market,32.6425345,41.2116683,0
3,market,32.6221031,41.226829,0
3,market,32.631936,41.212725,0
3,market,32.6826383,41.2490938,0
3,market,32.6187557,41.1945888,0
3,market,32.605256,41.197231,0
3,market,32.652687,41.230125,0
3,market,32.660407,41.216679,0
3,market,32.6848231,41.2498448,0
3,market,32.684589,41.24945,0
3,market,32.6806577,41.2511919,0
3,market,32.6259891,41.1972638,0
3,market,32.6367897,41.2068514,0
3,market,32.6174908,41.1969829,0
3,market,32.670325,41.222554,0
3,market,32.604398,41.201569,0
3,market,32.673464,41.2722568,0
3,market,32.6192782,41.1943018,0
3,market,32.6167133,41.173528,0
3,market,32.629426,41.2025701,0
3,market,32.6808245,41.2511912,0
3,market,32.6236759,41.2037199,0
3,market,32.6310506,41.2174186,0
3,market,32.6365351,41.210475,0
3,market,32.6369339,41.2089969,0
3,market,32.6770696,41.2768502,0
3,market,32.6625691,41.2161224,0
3,market,32.6109181,41.180305,0
3,market,32.6128244,41.1929065,0
3,market,32.6211827,41.186687,0
3,market,32.6178318,41.2013189,0
3,market,32.6933731,41.2454014,0
3,market,32.6832,41.2493889,0
3,market,32.6782999,41.2418615,0
3,market,32.655195,41.2298815,0
3,market,32.6308376,41.1988838,0
3,market,32.662314,41.217154,0
3,market,32.6705029,41.273978,0
3,market,32.6264641,41.205211,0
3,market,32.611359,41.190951,0
3,market,32.6749611,41.2480777,0
3,market,32.6599982,41.2189205,0
3,market,32.6666879,41.231595,0
3,market,32.615026,41.1887619,0
3,market,32.6559271,41.226945,0
3,market,32.6355603,41.2065018,0
3,market,32.617175,41.195822,0
3,market,32.6236999,41.2076422,0
3,market,32.633638,41.212143,0
3,market,32.679603,41.258989,0
3,market,32.6699014,41.2223469,0
3,market,32.638866,41.209251,0
3,market,32.621141,41.186686,0
3,market,32.6528863,41.1985911,0
3,market,32.673997,41.271598,0
3,market,32.6585647,41.237153,0
3,market,32.6191739,41.1973274,0
3,market,32.6743831,41.2625687,0
3,market,32.606958,41.2002979,0
3,market,32.6829331,41.2485327,0
3,market,32.668064,41.218383,0
3,market,32.615965,41.194337,0
3,market,32.668969,41.2219089,0
3,market,32.6823604,41.2498352,0
3,market,32.6203501,41.2061,0
3,market,32.6174586,41.1971731,0
3,market,32.62048,41.2089209,0
3,market,32.617688,41.197007,0
3,market,32.6338594,41.2130221,0
3,market,32.6732779,41.2687533,0
3,market,32.6574682,41.2176584,0
3,market,32.6177078,41.194058,0
3,market,32.596476,41.184906,0
3,market,32.6214876,41.2071961,0
3,market,32.6150872,41.1845609,0
3,market,32.603139,41.193244,0
3,market,32.6588106,41.2203616,0
3,market,32.674181,41.240628,0
3,market,32.663973,41.237304,0
3,market,32.661938,41.217432,0
3,market,32.610065,41.19084,0
3,market,32.6620474,41.2217972,0
3,market,32.6572694,41.2182066,0
3,market,32.607992,41.203546,0
3,market,32.663151,41.227436,0
3,market,32.6166548,41.210925,0
3,market,32.602443,41.189848,0
3,market,32.6742638,41.2716556,0
3,market,32.617587,41.196546,0
3,market,32.6531079,41.231163,0
3,market,32.6715679,41.252423,0
3,market,32.6815708,41.249842,0
3,market,32.6181008,41.1952827,0
3,market,32.609653,41.1969,0
3,market,32.6697649,41.2726113,0
3,market,32.6099918,41.2018935,0
3,market,32.6170094,41.1965533,0
3,market,32.6742894,41.2666964,0
3,market,32.6770768,41.2574822,0
3,market,32.6558726,41.2526358,0
3,market,32.7087829,41.213441,0
3,market,32.66861,41.231473,0
3,market,32.668024,41.22649,0
3,market,32.6812478,41.263764,0
3,market,32.624481,41.208627,0
3,market,32.6114087,41.2006067,0
3,market,32.6807667,41.2510153,0
3,market,32.6311161,41.217093,0
3,market,32.6760146,41.2555394,0
3,market,32.6525749,41.2350559,0
3,market,32.6724569,41.252764,0
3,market,32.683078,41.247037,0
3,market,32.6653485,41.224971,0
3,market,32.6587175,41.2203514,0
3,market,32.628311,41.209259,0
3,market,32.630327,41.2085859,0
3,market,32.599018,41.188646,0
3,market,32.6100078,41.1855585,0
3,market,32.6641786,41.217849,0
3,market,32.614793,41.2021664,0
3,market,32.679312,41.2483115,0
3,market,32.6480852,41.2189415,0
3,market,32.65535,41.2325101,0
3,market,32.606723,41.200511,0
3,market,32.6179429,41.212035,0
3,market,32.628201,41.202532,0
3,market,32.6179899,41.1944154,0
3,market,32.6797659,41.2520804,0
3,market,32.6111639,41.1973578,0
3,market,32.693267,41.245766,0
3,market,32.621924,41.229782,0
3,market,32.6410193,41.2098573,0
3,market,32.617845,41.196688,0
3,market,32.614223,41.193093,0
3,market,32.6663368,41.2255521,0
3,market,32.6478358,41.2211822,0
3,market,32.6481301,41.2208662,0
3,market,32.663158,41.2180099,0
3,market,32.6205203,41.2060842,0
3,market,32.61581,41.177357,0
3,market,32.6670816,41.2189195,0
3,market,32.6827741,41.2531229,0
3,market,32.6167612,41.1788453,0
3,market,32.696288,41.24355,0
3,market,32.6492971,41.2203313,0
3,market,32.6623566,41.2180398,0
3,market,32.617153,41.21188,0
3,market,32.660335,41.226102,0
3,market,32.664354,41.218419,0
3,market,32.6144476,41.1910032,0
3,market,32.669398,41.2182489,0
3,market,32.6695633,41.2183233,0
3,market,32.6590808,41.23497,0
3,market,32.6750374,41.2466201,0
